DATA ELABORAZIONE,REGIONE,PROVINCIA,COD_ISTAT_COMUNE,COMUNE,RESIDENTI
28-08-2023,ABRUZZO,CHIETI,069001,ALTINO,3098
28-08-2023,ABRUZZO,CHIETI,069002,ARCHI,1982
28-08-2023,ABRUZZO,CHIETI,069003,ARI,1078
28-08-2023,ABRUZZO,CHIETI,069004,ARIELLI,1068
28-08-2023,ABRUZZO,CHIETI,069005,ATESSA,10391
28-08-2023,ABRUZZO,CHIETI,069006,BOMBA,714
28-08-2023,ABRUZZO,CHIETI,069007,BORRELLO,352
28-08-2023,ABRUZZO,CHIETI,069008,BUCCHIANICO,4972
28-08-2023,ABRUZZO,CHIETI,069010,CANOSA SANNITA,1278
28-08-2023,ABRUZZO,CHIETI,069011,CARPINETO SINELLO,491
28-08-2023,ABRUZZO,CHIETI,069012,CARUNCHIO,557
28-08-2023,ABRUZZO,CHIETI,069013,CASACANDITELLA,1195
28-08-2023,ABRUZZO,CHIETI,069014,CASALANGUIDA,820
28-08-2023,ABRUZZO,CHIETI,069015,CASALBORDINO,5819
28-08-2023,ABRUZZO,CHIETI,069016,CASALINCONTRADA,3004
28-08-2023,ABRUZZO,CHIETI,069017,CASOLI,5158
28-08-2023,ABRUZZO,CHIETI,069018,CASTEL FRENTANO,4289
28-08-2023,ABRUZZO,CHIETI,069019,CASTELGUIDONE,291
28-08-2023,ABRUZZO,CHIETI,069020,CASTIGLIONE MESSER MARINO,1499
28-08-2023,ABRUZZO,CHIETI,069021,CELENZA SUL TRIGNO,781
28-08-2023,ABRUZZO,CHIETI,069022,CHIETI,49301
28-08-2023,ABRUZZO,CHIETI,069023,CIVITALUPARELLA,287
28-08-2023,ABRUZZO,CHIETI,069024,CIVITELLA MESSER RAIMONDO,772
28-08-2023,ABRUZZO,CHIETI,069025,COLLEDIMACINE,156
28-08-2023,ABRUZZO,CHIETI,069026,COLLEDIMEZZO,441
28-08-2023,ABRUZZO,CHIETI,069027,CRECCHIO,2676
28-08-2023,ABRUZZO,CHIETI,069028,CUPELLO,4873
28-08-2023,ABRUZZO,CHIETI,069029,DOGLIOLA,316
28-08-2023,ABRUZZO,CHIETI,069104,FALLO,119
28-08-2023,ABRUZZO,CHIETI,069030,FARA FILIORUM PETRI,1963
28-08-2023,ABRUZZO,CHIETI,069031,FARA SAN MARTINO,1288
28-08-2023,ABRUZZO,CHIETI,069032,FILETTO,845
28-08-2023,ABRUZZO,CHIETI,069033,FOSSACESIA,6365
28-08-2023,ABRUZZO,CHIETI,069034,FRAINE,259
28-08-2023,ABRUZZO,CHIETI,069035,FRANCAVILLA AL MARE,26136
28-08-2023,ABRUZZO,CHIETI,069036,FRESAGRANDINARIA,930
28-08-2023,ABRUZZO,CHIETI,069037,FRISA,1652
28-08-2023,ABRUZZO,CHIETI,069038,FURCI,805
28-08-2023,ABRUZZO,CHIETI,069039,GAMBERALE,272
28-08-2023,ABRUZZO,CHIETI,069040,GESSOPALENA,1210
28-08-2023,ABRUZZO,CHIETI,069041,GISSI,2482
28-08-2023,ABRUZZO,CHIETI,069042,GIULIANO TEATINO,1152
28-08-2023,ABRUZZO,CHIETI,069043,GUARDIAGRELE,8474
28-08-2023,ABRUZZO,CHIETI,069044,GUILMI,417
28-08-2023,ABRUZZO,CHIETI,069045,LAMA DEI PELIGNI,1081
28-08-2023,ABRUZZO,CHIETI,069046,LANCIANO,34103
28-08-2023,ABRUZZO,CHIETI,069047,LENTELLA,661
28-08-2023,ABRUZZO,CHIETI,069048,LETTOPALENA,316
28-08-2023,ABRUZZO,CHIETI,069049,LISCIA,643
28-08-2023,ABRUZZO,CHIETI,069050,MIGLIANICO,4716
28-08-2023,ABRUZZO,CHIETI,069051,MONTAZZOLI,821
28-08-2023,ABRUZZO,CHIETI,069009,MONTEBELLO SUL SANGRO,88
28-08-2023,ABRUZZO,CHIETI,069052,MONTEFERRANTE,108
28-08-2023,ABRUZZO,CHIETI,069053,MONTELAPIANO,73
28-08-2023,ABRUZZO,CHIETI,069054,MONTENERODOMO,598
28-08-2023,ABRUZZO,CHIETI,069055,MONTEODORISIO,2374
28-08-2023,ABRUZZO,CHIETI,069056,MOZZAGROGNA,2449
28-08-2023,ABRUZZO,CHIETI,069057,ORSOGNA,3749
28-08-2023,ABRUZZO,CHIETI,069058,ORTONA,22407
28-08-2023,ABRUZZO,CHIETI,069059,PAGLIETA,4191
28-08-2023,ABRUZZO,CHIETI,069060,PALENA,1239
28-08-2023,ABRUZZO,CHIETI,069061,PALMOLI,818
28-08-2023,ABRUZZO,CHIETI,069062,PALOMBARO,951
28-08-2023,ABRUZZO,CHIETI,069063,PENNADOMO,214
28-08-2023,ABRUZZO,CHIETI,069064,PENNAPIEDIMONTE,404
28-08-2023,ABRUZZO,CHIETI,069065,PERANO,1493
28-08-2023,ABRUZZO,CHIETI,069103,PIETRAFERRAZZANA,132
28-08-2023,ABRUZZO,CHIETI,069066,PIZZOFERRATO,963
28-08-2023,ABRUZZO,CHIETI,069067,POGGIOFIORITO,782
28-08-2023,ABRUZZO,CHIETI,069068,POLLUTRI,2073
28-08-2023,ABRUZZO,CHIETI,069069,PRETORO,870
28-08-2023,ABRUZZO,CHIETI,069070,QUADRI,695
28-08-2023,ABRUZZO,CHIETI,069071,RAPINO,1177
28-08-2023,ABRUZZO,CHIETI,069072,RIPA TEATINA,3933
28-08-2023,ABRUZZO,CHIETI,069074,ROCCA SAN GIOVANNI,2321
28-08-2023,ABRUZZO,CHIETI,069073,ROCCAMONTEPIANO,1584
28-08-2023,ABRUZZO,CHIETI,069075,ROCCASCALEGNA,1054
28-08-2023,ABRUZZO,CHIETI,069076,ROCCASPINALVETI,1172
28-08-2023,ABRUZZO,CHIETI,069077,ROIO DEL SANGRO,97
28-08-2023,ABRUZZO,CHIETI,069078,ROSELLO,164
28-08-2023,ABRUZZO,CHIETI,069079,SAN BUONO,855
28-08-2023,ABRUZZO,CHIETI,069080,SAN GIOVANNI LIPIONI,136
28-08-2023,ABRUZZO,CHIETI,069081,SAN GIOVANNI TEATINO,14581
28-08-2023,ABRUZZO,CHIETI,069082,SAN MARTINO SULLA MARRUCINA,840
28-08-2023,ABRUZZO,CHIETI,069083,SAN SALVO,20160
28-08-2023,ABRUZZO,CHIETI,069086,SAN VITO CHIETINO,5285
28-08-2023,ABRUZZO,CHIETI,069085,SANT'EUSANIO DEL SANGRO,2297
28-08-2023,ABRUZZO,CHIETI,069084,SANTA MARIA IMBARO,2018
28-08-2023,ABRUZZO,CHIETI,069087,SCERNI,2983
28-08-2023,ABRUZZO,CHIETI,069088,SCHIAVI DI ABRUZZO,655
28-08-2023,ABRUZZO,CHIETI,069089,TARANTA PELIGNA,299
28-08-2023,ABRUZZO,CHIETI,069090,TOLLO,3976
28-08-2023,ABRUZZO,CHIETI,069091,TORINO DI SANGRO,2914
28-08-2023,ABRUZZO,CHIETI,069092,TORNARECCIO,1674
28-08-2023,ABRUZZO,CHIETI,069093,TORREBRUNA,676
28-08-2023,ABRUZZO,CHIETI,069094,TORREVECCHIA TEATINA,4233
28-08-2023,ABRUZZO,CHIETI,069095,TORRICELLA PELIGNA,1149
28-08-2023,ABRUZZO,CHIETI,069096,TREGLIO,1750
28-08-2023,ABRUZZO,CHIETI,069097,TUFILLO,338
28-08-2023,ABRUZZO,CHIETI,069098,VACRI,1533
28-08-2023,ABRUZZO,CHIETI,069099,VASTO,41580
28-08-2023,ABRUZZO,CHIETI,069102,VILLA SANTA MARIA,1202
28-08-2023,ABRUZZO,CHIETI,069100,VILLALFONSINA,886
28-08-2023,ABRUZZO,CHIETI,069101,VILLAMAGNA,2178
28-08-2023,ABRUZZO,L'AQUILA,066001,ACCIANO,258
28-08-2023,ABRUZZO,L'AQUILA,066002,AIELLI,1405
28-08-2023,ABRUZZO,L'AQUILA,066003,ALFEDENA,922
28-08-2023,ABRUZZO,L'AQUILA,066004,ANVERSA DEGLI ABRUZZI,316
28-08-2023,ABRUZZO,L'AQUILA,066005,ATELETA,1112
28-08-2023,ABRUZZO,L'AQUILA,066006,AVEZZANO,41027
28-08-2023,ABRUZZO,L'AQUILA,066007,BALSORANO,3320
28-08-2023,ABRUZZO,L'AQUILA,066008,BARETE,635
28-08-2023,ABRUZZO,L'AQUILA,066009,BARISCIANO,1667
28-08-2023,ABRUZZO,L'AQUILA,066010,BARREA,704
28-08-2023,ABRUZZO,L'AQUILA,066011,BISEGNA,219
28-08-2023,ABRUZZO,L'AQUILA,066012,BUGNARA,1039
28-08-2023,ABRUZZO,L'AQUILA,066013,CAGNANO AMITERNO,1183
28-08-2023,ABRUZZO,L'AQUILA,066014,CALASCIO,126
28-08-2023,ABRUZZO,L'AQUILA,066015,CAMPO DI GIOVE,746
28-08-2023,ABRUZZO,L'AQUILA,066016,CAMPOTOSTO,473
28-08-2023,ABRUZZO,L'AQUILA,066017,CANISTRO,904
28-08-2023,ABRUZZO,L'AQUILA,066018,CANSANO,225
28-08-2023,ABRUZZO,L'AQUILA,066019,CAPESTRANO,841
28-08-2023,ABRUZZO,L'AQUILA,066020,CAPISTRELLO,4809
28-08-2023,ABRUZZO,L'AQUILA,066021,CAPITIGNANO,619
28-08-2023,ABRUZZO,L'AQUILA,066022,CAPORCIANO,203
28-08-2023,ABRUZZO,L'AQUILA,066023,CAPPADOCIA,573
28-08-2023,ABRUZZO,L'AQUILA,066024,CARAPELLE CALVISIO,76
28-08-2023,ABRUZZO,L'AQUILA,066025,CARSOLI,5036
28-08-2023,ABRUZZO,L'AQUILA,066026,CASTEL DEL MONTE,410
28-08-2023,ABRUZZO,L'AQUILA,066027,CASTEL DI IERI,293
28-08-2023,ABRUZZO,L'AQUILA,066028,CASTEL DI SANGRO,6741
28-08-2023,ABRUZZO,L'AQUILA,066029,CASTELLAFIUME,1055
28-08-2023,ABRUZZO,L'AQUILA,066030,CASTELVECCHIO CALVISIO,122
28-08-2023,ABRUZZO,L'AQUILA,066031,CASTELVECCHIO SUBEQUO,831
28-08-2023,ABRUZZO,L'AQUILA,066032,CELANO,10325
28-08-2023,ABRUZZO,L'AQUILA,066033,CERCHIO,1575
28-08-2023,ABRUZZO,L'AQUILA,066034,CIVITA D'ANTINO,951
28-08-2023,ABRUZZO,L'AQUILA,066035,CIVITELLA ALFEDENA,293
28-08-2023,ABRUZZO,L'AQUILA,066036,CIVITELLA ROVETO,3034
28-08-2023,ABRUZZO,L'AQUILA,066037,COCULLO,208
28-08-2023,ABRUZZO,L'AQUILA,066038,COLLARMELE,791
28-08-2023,ABRUZZO,L'AQUILA,066039,COLLELONGO,1093
28-08-2023,ABRUZZO,L'AQUILA,066040,COLLEPIETRO,196
28-08-2023,ABRUZZO,L'AQUILA,066041,CORFINIO,967
28-08-2023,ABRUZZO,L'AQUILA,066042,FAGNANO ALTO,359
28-08-2023,ABRUZZO,L'AQUILA,066043,FONTECCHIO,288
28-08-2023,ABRUZZO,L'AQUILA,066044,FOSSA,659
28-08-2023,ABRUZZO,L'AQUILA,066045,GAGLIANO ATERNO,225
28-08-2023,ABRUZZO,L'AQUILA,066046,GIOIA DEI MARSI,1691
28-08-2023,ABRUZZO,L'AQUILA,066047,GORIANO SICOLI,512
28-08-2023,ABRUZZO,L'AQUILA,066048,INTRODACQUA,1966
28-08-2023,ABRUZZO,L'AQUILA,066049,L'AQUILA,70673
28-08-2023,ABRUZZO,L'AQUILA,066050,LECCE NEI MARSI,1549
28-08-2023,ABRUZZO,L'AQUILA,066051,LUCO DEI MARSI,5953
28-08-2023,ABRUZZO,L'AQUILA,066052,LUCOLI,832
28-08-2023,ABRUZZO,L'AQUILA,066053,MAGLIANO DE' MARSI,3517
28-08-2023,ABRUZZO,L'AQUILA,066054,MASSA D'ALBE,1354
28-08-2023,ABRUZZO,L'AQUILA,066055,MOLINA ATERNO,341
28-08-2023,ABRUZZO,L'AQUILA,066056,MONTEREALE,2247
28-08-2023,ABRUZZO,L'AQUILA,066057,MORINO,1312
28-08-2023,ABRUZZO,L'AQUILA,066058,NAVELLI,556
28-08-2023,ABRUZZO,L'AQUILA,066059,OCRE,1118
28-08-2023,ABRUZZO,L'AQUILA,066060,OFENA,450
28-08-2023,ABRUZZO,L'AQUILA,066061,OPI,379
28-08-2023,ABRUZZO,L'AQUILA,066062,ORICOLA,1292
28-08-2023,ABRUZZO,L'AQUILA,066063,ORTONA DEI MARSI,398
28-08-2023,ABRUZZO,L'AQUILA,066064,ORTUCCHIO,1754
28-08-2023,ABRUZZO,L'AQUILA,066065,OVINDOLI,1189
28-08-2023,ABRUZZO,L'AQUILA,066066,PACENTRO,1087
28-08-2023,ABRUZZO,L'AQUILA,066067,PERETO,636
28-08-2023,ABRUZZO,L'AQUILA,066068,PESCASSEROLI,2105
28-08-2023,ABRUZZO,L'AQUILA,066069,PESCINA,3759
28-08-2023,ABRUZZO,L'AQUILA,066070,PESCOCOSTANZO,1091
28-08-2023,ABRUZZO,L'AQUILA,066071,PETTORANO SUL GIZIO,1331
28-08-2023,ABRUZZO,L'AQUILA,066072,PIZZOLI,4500
28-08-2023,ABRUZZO,L'AQUILA,066073,POGGIO PICENZE,1017
28-08-2023,ABRUZZO,L'AQUILA,066074,PRATA D'ANSIDONIA,448
28-08-2023,ABRUZZO,L'AQUILA,066075,PRATOLA PELIGNA,7138
28-08-2023,ABRUZZO,L'AQUILA,066076,PREZZA,857
28-08-2023,ABRUZZO,L'AQUILA,066077,RAIANO,2644
28-08-2023,ABRUZZO,L'AQUILA,066078,RIVISONDOLI,660
28-08-2023,ABRUZZO,L'AQUILA,066080,ROCCA DI BOTTE,872
28-08-2023,ABRUZZO,L'AQUILA,066081,ROCCA DI CAMBIO,513
28-08-2023,ABRUZZO,L'AQUILA,066082,ROCCA DI MEZZO,1363
28-08-2023,ABRUZZO,L'AQUILA,066083,ROCCA PIA,179
28-08-2023,ABRUZZO,L'AQUILA,066079,ROCCACASALE,598
28-08-2023,ABRUZZO,L'AQUILA,066084,ROCCARASO,1520
28-08-2023,ABRUZZO,L'AQUILA,066085,SAN BENEDETTO DEI MARSI,3751
28-08-2023,ABRUZZO,L'AQUILA,066086,SAN BENEDETTO IN PERILLIS,101
28-08-2023,ABRUZZO,L'AQUILA,066087,SAN DEMETRIO NE' VESTINI,1966
28-08-2023,ABRUZZO,L'AQUILA,066088,SAN PIO DELLE CAMERE,663
28-08-2023,ABRUZZO,L'AQUILA,066092,SAN VINCENZO VALLE ROVETO,2103
28-08-2023,ABRUZZO,L'AQUILA,066090,SANT'EUSANIO FORCONESE,370
28-08-2023,ABRUZZO,L'AQUILA,066089,SANTE MARIE,1095
28-08-2023,ABRUZZO,L'AQUILA,066091,SANTO STEFANO DI SESSANIO,111
28-08-2023,ABRUZZO,L'AQUILA,066093,SCANNO,1729
28-08-2023,ABRUZZO,L'AQUILA,066094,SCONTRONE,535
28-08-2023,ABRUZZO,L'AQUILA,066095,SCOPPITO,3769
28-08-2023,ABRUZZO,L'AQUILA,066096,SCURCOLA MARSICANA,2694
28-08-2023,ABRUZZO,L'AQUILA,066097,SECINARO,305
28-08-2023,ABRUZZO,L'AQUILA,066098,SULMONA,22481
28-08-2023,ABRUZZO,L'AQUILA,066099,TAGLIACOZZO,6509
28-08-2023,ABRUZZO,L'AQUILA,066100,TIONE DEGLI ABRUZZI,263
28-08-2023,ABRUZZO,L'AQUILA,066101,TORNIMPARTE,2809
28-08-2023,ABRUZZO,L'AQUILA,066102,TRASACCO,5847
28-08-2023,ABRUZZO,L'AQUILA,066105,VILLA SANT'ANGELO,493
28-08-2023,ABRUZZO,L'AQUILA,066104,VILLA SANTA LUCIA DEGLI ABRUZZI,88
28-08-2023,ABRUZZO,L'AQUILA,066103,VILLALAGO,512
28-08-2023,ABRUZZO,L'AQUILA,066106,VILLAVALLELONGA,825
28-08-2023,ABRUZZO,L'AQUILA,066107,VILLETTA BARREA,607
28-08-2023,ABRUZZO,L'AQUILA,066108,VITTORITO,807
28-08-2023,ABRUZZO,PESCARA,068001,ABBATEGGIO,359
28-08-2023,ABRUZZO,PESCARA,068002,ALANNO,3373
28-08-2023,ABRUZZO,PESCARA,068003,BOLOGNANO,1017
28-08-2023,ABRUZZO,PESCARA,068004,BRITTOLI,258
28-08-2023,ABRUZZO,PESCARA,068005,BUSSI SUL TIRINO,2311
28-08-2023,ABRUZZO,PESCARA,068006,CAPPELLE SUL TAVO,4085
28-08-2023,ABRUZZO,PESCARA,068007,CARAMANICO TERME,1789
28-08-2023,ABRUZZO,PESCARA,068008,CARPINETO DELLA NORA,535
28-08-2023,ABRUZZO,PESCARA,068009,CASTIGLIONE A CASAURIA,705
28-08-2023,ABRUZZO,PESCARA,068010,CATIGNANO,1249
28-08-2023,ABRUZZO,PESCARA,068011,CEPAGATTI,11057
28-08-2023,ABRUZZO,PESCARA,068012,CITTÀ SANT'ANGELO,15008
28-08-2023,ABRUZZO,PESCARA,068013,CIVITAQUANA,1143
28-08-2023,ABRUZZO,PESCARA,068014,CIVITELLA CASANOVA,1605
28-08-2023,ABRUZZO,PESCARA,068015,COLLECORVINO,6056
28-08-2023,ABRUZZO,PESCARA,068016,CORVARA,216
28-08-2023,ABRUZZO,PESCARA,068017,CUGNOLI,1351
28-08-2023,ABRUZZO,PESCARA,068018,ELICE,1648
28-08-2023,ABRUZZO,PESCARA,068019,FARINDOLA,1354
28-08-2023,ABRUZZO,PESCARA,068020,LETTOMANOPPELLO,2724
28-08-2023,ABRUZZO,PESCARA,068021,LORETO APRUTINO,7144
28-08-2023,ABRUZZO,PESCARA,068022,MANOPPELLO,6811
28-08-2023,ABRUZZO,PESCARA,068023,MONTEBELLO DI BERTONA,860
28-08-2023,ABRUZZO,PESCARA,068024,MONTESILVANO,54565
28-08-2023,ABRUZZO,PESCARA,068025,MOSCUFO,3115
28-08-2023,ABRUZZO,PESCARA,068026,NOCCIANO,1708
28-08-2023,ABRUZZO,PESCARA,068027,PENNE,11400
28-08-2023,ABRUZZO,PESCARA,068028,PESCARA,119485
28-08-2023,ABRUZZO,PESCARA,068029,PESCOSANSONESCO,461
28-08-2023,ABRUZZO,PESCARA,068030,PIANELLA,8544
28-08-2023,ABRUZZO,PESCARA,068031,PICCIANO,1288
28-08-2023,ABRUZZO,PESCARA,068032,PIETRANICO,436
28-08-2023,ABRUZZO,PESCARA,068033,POPOLI,4736
28-08-2023,ABRUZZO,PESCARA,068034,ROCCAMORICE,870
28-08-2023,ABRUZZO,PESCARA,068035,ROSCIANO,4063
28-08-2023,ABRUZZO,PESCARA,068036,SALLE,262
28-08-2023,ABRUZZO,PESCARA,068038,SAN VALENTINO IN ABRUZZO CITERIORE,1837
28-08-2023,ABRUZZO,PESCARA,068037,SANT'EUFEMIA A MAIELLA,256
28-08-2023,ABRUZZO,PESCARA,068039,SCAFA,3512
28-08-2023,ABRUZZO,PESCARA,068040,SERRAMONACESCA,495
28-08-2023,ABRUZZO,PESCARA,068041,SPOLTORE,19298
28-08-2023,ABRUZZO,PESCARA,068042,TOCCO DA CASAURIA,2414
28-08-2023,ABRUZZO,PESCARA,068043,TORRE DE' PASSERI,2863
28-08-2023,ABRUZZO,PESCARA,068044,TURRIVALIGNANI,790
28-08-2023,ABRUZZO,PESCARA,068045,VICOLI,376
28-08-2023,ABRUZZO,PESCARA,068046,VILLA CELIERA,546
28-08-2023,ABRUZZO,TERAMO,067001,ALBA ADRIATICA,13204
28-08-2023,ABRUZZO,TERAMO,067002,ANCARANO,1854
28-08-2023,ABRUZZO,TERAMO,067003,ARSITA,742
28-08-2023,ABRUZZO,TERAMO,067004,ATRI,10110
28-08-2023,ABRUZZO,TERAMO,067005,BASCIANO,2350
28-08-2023,ABRUZZO,TERAMO,067006,BELLANTE,6871
28-08-2023,ABRUZZO,TERAMO,067007,BISENTI,1709
28-08-2023,ABRUZZO,TERAMO,067008,CAMPLI,6650
28-08-2023,ABRUZZO,TERAMO,067009,CANZANO,1782
28-08-2023,ABRUZZO,TERAMO,067010,CASTEL CASTAGNA,425
28-08-2023,ABRUZZO,TERAMO,067011,CASTELLALTO,7366
28-08-2023,ABRUZZO,TERAMO,067012,CASTELLI,961
28-08-2023,ABRUZZO,TERAMO,067013,CASTIGLIONE MESSER RAIMONDO,2060
28-08-2023,ABRUZZO,TERAMO,067014,CASTILENTI,1351
28-08-2023,ABRUZZO,TERAMO,067015,CELLINO ATTANASIO,2286
28-08-2023,ABRUZZO,TERAMO,067016,CERMIGNANO,1450
28-08-2023,ABRUZZO,TERAMO,067017,CIVITELLA DEL TRONTO,4630
28-08-2023,ABRUZZO,TERAMO,067018,COLLEDARA,2115
28-08-2023,ABRUZZO,TERAMO,067019,COLONNELLA,3699
28-08-2023,ABRUZZO,TERAMO,067020,CONTROGUERRA,2235
28-08-2023,ABRUZZO,TERAMO,067021,CORROPOLI,5127
28-08-2023,ABRUZZO,TERAMO,067022,CORTINO,588
28-08-2023,ABRUZZO,TERAMO,067023,CROGNALETO,1091
28-08-2023,ABRUZZO,TERAMO,067024,FANO ADRIANO,252
28-08-2023,ABRUZZO,TERAMO,067025,GIULIANOVA,23836
28-08-2023,ABRUZZO,TERAMO,067026,ISOLA DEL GRAN SASSO D'ITALIA,4521
28-08-2023,ABRUZZO,TERAMO,067047,MARTINSICURO,16624
28-08-2023,ABRUZZO,TERAMO,067027,MONTEFINO,936
28-08-2023,ABRUZZO,TERAMO,067028,MONTORIO AL VOMANO,7492
28-08-2023,ABRUZZO,TERAMO,067029,MORRO D'ORO,3577
28-08-2023,ABRUZZO,TERAMO,067030,MOSCIANO SANT'ANGELO,9203
28-08-2023,ABRUZZO,TERAMO,067031,NERETO,5423
28-08-2023,ABRUZZO,TERAMO,067032,NOTARESCO,6371
28-08-2023,ABRUZZO,TERAMO,067033,PENNA SANT'ANDREA,1664
28-08-2023,ABRUZZO,TERAMO,067034,PIETRACAMELA,212
28-08-2023,ABRUZZO,TERAMO,067035,PINETO,14802
28-08-2023,ABRUZZO,TERAMO,067036,ROCCA SANTA MARIA,461
28-08-2023,ABRUZZO,TERAMO,067037,ROSETO DEGLI ABRUZZI,26193
28-08-2023,ABRUZZO,TERAMO,067038,SANT'EGIDIO ALLA VIBRATA,9859
28-08-2023,ABRUZZO,TERAMO,067039,SANT'OMERO,5184
28-08-2023,ABRUZZO,TERAMO,067040,SILVI,15725
28-08-2023,ABRUZZO,TERAMO,067041,TERAMO,52651
28-08-2023,ABRUZZO,TERAMO,067042,TORANO NUOVO,1464
28-08-2023,ABRUZZO,TERAMO,067043,TORRICELLA SICURA,2423
28-08-2023,ABRUZZO,TERAMO,067044,TORTORETO,12028
28-08-2023,ABRUZZO,TERAMO,067045,TOSSICIA,1235
28-08-2023,ABRUZZO,TERAMO,067046,VALLE CASTELLANA,853
28-08-2023,BASILICATA,MATERA,077001,ACCETTURA,1624
28-08-2023,BASILICATA,MATERA,077002,ALIANO,869
28-08-2023,BASILICATA,MATERA,077003,BERNALDA,12176
28-08-2023,BASILICATA,MATERA,077004,CALCIANO,687
28-08-2023,BASILICATA,MATERA,077005,CIRIGLIANO,280
28-08-2023,BASILICATA,MATERA,077006,COLOBRARO,1062
28-08-2023,BASILICATA,MATERA,077007,CRACO,602
28-08-2023,BASILICATA,MATERA,077008,FERRANDINA,7978
28-08-2023,BASILICATA,MATERA,077009,GARAGUSO,955
28-08-2023,BASILICATA,MATERA,077010,GORGOGLIONE,859
28-08-2023,BASILICATA,MATERA,077011,GRASSANO,4735
28-08-2023,BASILICATA,MATERA,077012,GROTTOLE,2035
28-08-2023,BASILICATA,MATERA,077013,IRSINA,4462
28-08-2023,BASILICATA,MATERA,077014,MATERA,60127
28-08-2023,BASILICATA,MATERA,077015,MIGLIONICO,2362
28-08-2023,BASILICATA,MATERA,077016,MONTALBANO JONICO,6704
28-08-2023,BASILICATA,MATERA,077017,MONTESCAGLIOSO,9475
28-08-2023,BASILICATA,MATERA,077018,NOVA SIRI,6896
28-08-2023,BASILICATA,MATERA,077019,OLIVETO LUCANO,349
28-08-2023,BASILICATA,MATERA,077020,PISTICCI,17198
28-08-2023,BASILICATA,MATERA,077021,POLICORO,18082
28-08-2023,BASILICATA,MATERA,077022,POMARICO,3824
28-08-2023,BASILICATA,MATERA,077023,ROTONDELLA,2456
28-08-2023,BASILICATA,MATERA,077024,SALANDRA,2514
28-08-2023,BASILICATA,MATERA,077025,SAN GIORGIO LUCANO,1041
28-08-2023,BASILICATA,MATERA,077026,SAN MAURO FORTE,1304
28-08-2023,BASILICATA,MATERA,077031,SCANZANO JONICO,7707
28-08-2023,BASILICATA,MATERA,077027,STIGLIANO,3584
28-08-2023,BASILICATA,MATERA,077028,TRICARICO,4758
28-08-2023,BASILICATA,MATERA,077029,TURSI,4803
28-08-2023,BASILICATA,MATERA,077030,VALSINNI,1341
28-08-2023,BASILICATA,POTENZA,076001,ABRIOLA,1287
28-08-2023,BASILICATA,POTENZA,076002,ACERENZA,2099
28-08-2023,BASILICATA,POTENZA,076003,ALBANO DI LUCANIA,1328
28-08-2023,BASILICATA,POTENZA,076004,ANZI,1528
28-08-2023,BASILICATA,POTENZA,076005,ARMENTO,551
28-08-2023,BASILICATA,POTENZA,076006,ATELLA,3682
28-08-2023,BASILICATA,POTENZA,076007,AVIGLIANO,10664
28-08-2023,BASILICATA,POTENZA,076008,BALVANO,1715
28-08-2023,BASILICATA,POTENZA,076009,BANZI,1169
28-08-2023,BASILICATA,POTENZA,076010,BARAGIANO,2488
28-08-2023,BASILICATA,POTENZA,076011,BARILE,2579
28-08-2023,BASILICATA,POTENZA,076012,BELLA,4713
28-08-2023,BASILICATA,POTENZA,076013,BRIENZA,3907
28-08-2023,BASILICATA,POTENZA,076014,BRINDISI MONTAGNA,785
28-08-2023,BASILICATA,POTENZA,076015,CALVELLO,1798
28-08-2023,BASILICATA,POTENZA,076016,CALVERA,355
28-08-2023,BASILICATA,POTENZA,076017,CAMPOMAGGIORE,708
28-08-2023,BASILICATA,POTENZA,076018,CANCELLARA,1131
28-08-2023,BASILICATA,POTENZA,076019,CARBONE,501
28-08-2023,BASILICATA,POTENZA,076021,CASTELGRANDE,812
28-08-2023,BASILICATA,POTENZA,076022,CASTELLUCCIO INFERIORE,1936
28-08-2023,BASILICATA,POTENZA,076023,CASTELLUCCIO SUPERIORE,706
28-08-2023,BASILICATA,POTENZA,076024,CASTELMEZZANO,715
28-08-2023,BASILICATA,POTENZA,076025,CASTELSARACENO,1174
28-08-2023,BASILICATA,POTENZA,076026,CASTRONUOVO DI SANT'ANDREA,874
28-08-2023,BASILICATA,POTENZA,076027,CERSOSIMO,521
28-08-2023,BASILICATA,POTENZA,076028,CHIAROMONTE,1748
28-08-2023,BASILICATA,POTENZA,076029,CORLETO PERTICARA,2331
28-08-2023,BASILICATA,POTENZA,076030,EPISCOPIA,1298
28-08-2023,BASILICATA,POTENZA,076031,FARDELLA,579
28-08-2023,BASILICATA,POTENZA,076032,FILIANO,2716
28-08-2023,BASILICATA,POTENZA,076033,FORENZA,1816
28-08-2023,BASILICATA,POTENZA,076034,FRANCAVILLA IN SINNI,4005
28-08-2023,BASILICATA,POTENZA,076035,GALLICCHIO,817
28-08-2023,BASILICATA,POTENZA,076036,GENZANO DI LUCANIA,5273
28-08-2023,BASILICATA,POTENZA,076099,GINESTRA,682
28-08-2023,BASILICATA,POTENZA,076037,GRUMENTO NOVA,1575
28-08-2023,BASILICATA,POTENZA,076038,GUARDIA PERTICARA,527
28-08-2023,BASILICATA,POTENZA,076039,LAGONEGRO,5032
28-08-2023,BASILICATA,POTENZA,076040,LATRONICO,4086
28-08-2023,BASILICATA,POTENZA,076041,LAURENZANA,1581
28-08-2023,BASILICATA,POTENZA,076042,LAURIA,11839
28-08-2023,BASILICATA,POTENZA,076043,LAVELLO,13090
