MESE,ANNO,REGIONE,COD ISTAT REGIONE,STATO ESTERO,CODICE ISO STATO,TIPO SOGGETTO,RETTIFICHE,CAMBI DI RESIDENZA,AUTOCERTIFICAZIONI,VISURE,CERTIFICATI,TOTALE
1,2023,UMBRIA,10,MAURITIUS,MUS,AIRE,0,0,0,2,0,2
1,2023,UMBRIA,10,REGNO UNITO,GBR,AIRE,0,0,1,1,1,3
1,2023,UMBRIA,10,SAINT KITTS E NEVIS,KNA,AIRE,0,0,0,0,4,4
1,2023,UMBRIA,10,SAN MARINO,SMR,AIRE,0,0,0,1,0,1
1,2023,UMBRIA,10,SPAGNA,ESP,AIRE,0,0,5,10,2,17
1,2023,UMBRIA,10,SVEZIA,SWE,AIRE,0,1,0,2,0,3
1,2023,UMBRIA,10,SVIZZERA,CHE,AIRE,1,2,0,2,1,6
1,2023,UMBRIA,10,,,Residenti,48,332,188,864,1039,2471
1,2023,VALLE D'AOSTA,02,FRANCIA,FRA,AIRE,0,0,0,0,1,1
1,2023,VALLE D'AOSTA,02,,,Residenti,2,14,14,82,102,214
1,2023,VENETO,05,ARGENTINA,ARG,AIRE,0,1,0,0,2,3
1,2023,VENETO,05,AUSTRIA,AUT,AIRE,0,1,0,1,1,3
1,2023,VENETO,05,BELGIO,BEL,AIRE,0,0,1,5,2,8
1,2023,VENETO,05,BRASILE,BRA,AIRE,1,1,6,22,7,37
1,2023,VENETO,05,FRANCIA,FRA,AIRE,0,1,0,4,3,8
1,2023,VENETO,05,GERMANIA,DEU,AIRE,0,0,0,6,7,13
1,2023,VENETO,05,ISRAELE,ISR,AIRE,0,1,0,0,0,1
1,2023,VENETO,05,KUWAIT,KWT,AIRE,0,0,0,0,1,1
1,2023,VENETO,05,LUSSEMBURGO,LUX,AIRE,0,0,0,0,1,1
1,2023,VENETO,05,MALTA,MLT,AIRE,0,0,4,7,4,15
1,2023,VENETO,05,NORVEGIA,NOR,AIRE,0,0,0,0,2,2
1,2023,VENETO,05,PAESI BASSI,NLD,AIRE,0,0,1,2,3,6
1,2023,VENETO,05,QATAR,QAT,AIRE,0,0,2,2,6,10
1,2023,VENETO,05,REGNO UNITO,GBR,AIRE,5,3,3,26,8,45
1,2023,VENETO,05,REPUBBLICA CECA,CZE,AIRE,0,0,0,1,0,1
1,2023,VENETO,05,REPUBBLICA POPOLARE CINESE,CHN,AIRE,0,0,0,0,2,2
1,2023,VENETO,05,SAMOA,WSM,AIRE,0,0,0,0,1,1
1,2023,VENETO,05,SPAGNA,ESP,AIRE,1,1,2,9,7,20
1,2023,VENETO,05,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,2,2,5
1,2023,VENETO,05,SVEZIA,SWE,AIRE,0,0,0,3,0,3
1,2023,VENETO,05,SVIZZERA,CHE,AIRE,1,0,5,13,7,26
1,2023,VENETO,05,THAILANDIA,THA,AIRE,1,1,1,7,1,11
1,2023,VENETO,05,UCRAINA,UKR,AIRE,0,0,1,1,1,3
1,2023,VENETO,05,UNGHERIA,HUN,AIRE,0,0,0,1,0,1
1,2023,VENETO,05,VENEZUELA,VEN,AIRE,0,0,0,2,0,2
1,2023,VENETO,05,,,Residenti,118,1237,1025,4189,5409,11978
